"Ajatempel","Kasutajanimi","Nimi","Klass","2. periood hommik 1. valik","2. periood hommik 2. valik","2. periood hommik 3. valik","2. periood õhtu 1. valik","2. periood õhtu 2. valik","2. periood õhtu 3. valik","3. periood hommik 1. valik","3. periood hommik 2. valik","3. periood hommik 3. valik","3. periood õhtu 1. valik","3. periood õhtu 2. valik","3. periood õhtu 3. valik","4. periood hommik 1. valik","4. periood hommik 2. valik","4. periood hommik 3. valik","4. periood õhtu 1. valik","4. periood õhtu 2. valik","4. periood õhtu 3. valik","5. periood hommik 1. valik","5. periood hommik 2. valik","5. periood hommik 3. valik","5. periood õhtu 1. valik","5. periood õhtu 2. valik","5. periood õhtu 3. valik"
"2020/07/08 5:33:10 PM GMT +3","iiSiPSJ@fakegmail.com","Elizabeth 422","12","Orgaaniline arhitektuur","Loominguline joonestamine 1","Planimeetria alused","Labortöid füüsikas 10. ja 11. klassile","Labortöid füüsikas 10. ja 11. klassile","Linux Raspberry Pi näitel","Ajakirjanduse alused","Loovkirjutamine","Muusikaline kirjaoskus","Ettevõtlusõpe 3. periood","Ei taha","Inimene ja ühiskond 3. periood","Köögifüüsika","Ei taha","Loodusteadused, tehnoloogia ja ühiskond","Arvutivõrkude alused","Arvutivõrkude alused","Arvutivõrkude alused","Raamatukunst","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","Riigikaitse 2","Riigikaitse 2","Ei taha"
"2020/07/08 5:33:15 PM GMT +3","nDplzNB@fakegmail.com","Jessica 423","12","Globaliseeruv maailm","Planimeetria alused","Orgaaniline arhitektuur","Programmeerimine keeles Python 1 õhtul","Ei taha","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Filosoofia 1","Filosoofia 1","Ajakirjanduse alused","Inimene ja ühiskond 3. periood","Veebidisain","Veebidisain","Loogika 4. periood","Loominguline joonistamine 2","Ei taha","Majandusõpe","Meditsiinikursus","Arvutivõrkude alused","Programmeerimine keeles Java 2","Tänavakunst","Programmeerimine keeles Java 2","Riigikaitse 2","Ei taha","Karjääriõpetus"
"2020/07/08 5:33:19 PM GMT +3","bbOxwuq@fakegmail.com","Sarah 424","10","Globaliseeruv maailm","Joonestamine 2. periood","Programmeerimine keeles Python 1 hommikul","Hiina keel 1","Ei taha","Prantsuse keel 1","Astrofüüsika 3. periood","3D-modelleerimine 3. periood","Keemilised elemendid","Ei taha","Keskkonnakeemia 3. periood","Arvutite riistvara ja lisaseadmed","Joonestamine 4. periood","Kujutav geomeetria","Loominguline joonistamine 2","Teater Vanemuise kultuuritänavas","Inimene ja ühiskond 4. periood","Meditsiinikursus","Globaalne keskkond","3D-modelleerimine 5. periood","Raamatukunst","Karjääriõpetus","CAD joonestamine","Ei taha"
"2020/07/08 5:33:24 PM GMT +3","QvWWsUF@fakegmail.com","Jessica 425","11","Programmeerimine keeles Python 1 hommikul","Astrofüüsika 2. periood","Ei taha","Ei taha","Programmeerimine keeles Python 1 õhtul","Hiina keel 1","Loomade käitumine 3. periood","Programmeerimine keeles Java 1","Loovkirjutamine","Fotograafia 1","Ei taha","Vaimne tervis ja selle hoidmine","Joonestamine 4. periood","Loominguline joonistamine 2","Kujutav geomeetria","Teater Vanemuise kultuuritänavas","Ei taha","Inimene ja ühiskond 4. periood","Majandusmatemaatika elemendid","3D-modelleerimine 5. periood","Majandusmatemaatika elemendid","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:33:28 PM GMT +3","QoZzxsJ@fakegmail.com","Isabella 426","12","Finantsmõtlemine","Värvus ja kompositsioon","Ei taha","Programmeerimine keeles Python 1 õhtul","Soome keel 1","Soome keel 1","Loomade käitumine 3. periood","Ladina keel 1","Astrofüüsika 3. periood","Sissejuhatus ehitusinseneeriasse","Ei taha","Inimene ja ühiskond 3. periood","Klassikaline skulptuur","Praktiline kommunikatsioon","Klassikaline skulptuur","Arvutivõrkude alused","Arvutivõrkude alused","Riigikaitse 1","Ei taha","Programmeerimine keeles Java 2","Filosoofia 2","Teadusajalugu 5. periood","CAD joonestamine","Ei taha"
"2020/07/08 5:33:33 PM GMT +3","rzlzDAK@fakegmail.com","Isabella 427","12","Programmeerimine keeles Python 1 hommikul","Geoinformaatika","Ei taha","Programmeerimine keeles Python 1 õhtul","Labortöid füüsikas 10. ja 11. klassile","Prantsuse keel 1","Muusikaline kirjaoskus","Küberkaitse 1","Filosoofia 1","Sissejuhatus ehitusinseneeriasse","Ettevõtlusõpe 3. periood","Ettevõtlusõpe 3. periood","Loominguline joonistamine 2","Loodusteadused, tehnoloogia ja ühiskond","Matemaatika ajaloo elemente ja rakendusi","Ei taha","Teater Vanemuise kultuuritänavas","Majandusõpe","Majandusmatemaatika elemendid","Filosoofia 2","Raamatukunst","Riigikaitse 2","Ei taha","Karjääriõpetus"
"2020/07/08 5:33:37 PM GMT +3","PizssZA@fakegmail.com","Grace 428","10","Finantsmõtlemine","Joonestamine 2. periood","Keskkonnakeemia 2. periood","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Soome keel 1","Hiina keel 1","Ei taha","Programmeerimine keeles Java 1","Ei taha","Vaimne tervis ja selle hoidmine","Statistiline maailmapilt","Fotograafia 1","Loominguline joonistamine 2","Kujutav geomeetria","Matemaatika ajaloo elemente ja rakendusi","Teater Vanemuise kultuuritänavas","Millest ELU koosneb?","Meditsiinikursus","Majandusmatemaatika elemendid","Laboratoorsed tööd bioloogias","Liiklusfüüsika","CAD joonestamine","Projektikirjutamisõpe","Ajakirjanduse praktika"
"2020/07/08 5:33:42 PM GMT +3","xrYtmZt@fakegmail.com","Samantha 429","12","Joonestamine 2. periood","Programmeerimine keeles Python 1 hommikul","Kirjandus ja film","Astronoomia","Linux Raspberry Pi näitel","Soome keel 1","Muusikaline kirjaoskus","Ladina keel 1","Filosoofia 1","Keskkonnakeemia 3. periood","Veebidisain","Inimene ja ühiskond 3. periood","Kasutame füüsikat!","Matemaatika ajaloo elemente ja rakendusi","Matemaatika ajaloo elemente ja rakendusi","Majandusõpe","Inimene ja ühiskond 4. periood","Psühholoogia alused","Laboratoorsed tööd bioloogias","Liiklusfüüsika","Programmeerimine keeles Java 2","Mobiilirakenduste loomine (APP Inventor)","Projektikirjutamisõpe","Ajakirjanduse praktika"
"2020/07/08 5:33:47 PM GMT +3","qgsiLsY@fakegmail.com","Lauren 430","11","Finantsmõtlemine","Programmeerimine keeles Python 1 hommikul","Astrofüüsika 2. periood","Soome keel 1","Labortöid füüsikas 10. ja 11. klassile","Hispaania keel 1","Ajakirjanduse alused","Ei taha","Küberkaitse 1","Fotograafia 1","Keskkonnakeemia 3. periood","Fotograafia 1","Joonestamine 4. periood","Loominguline joonistamine 2","Joonestamine 4. periood","Millest ELU koosneb?","Ei taha","Teater Vanemuise kultuuritänavas","Majandusmatemaatika elemendid","Ettevõtlusõpe 5. periood","Ettevõtlusõpe 5. periood","Mobiilirakenduste loomine (APP Inventor)","Teadusajalugu 5. periood","Karjääriõpetus"
"2020/07/08 5:33:51 PM GMT +3","HaKFCFT@fakegmail.com","Grace 431","10","Kirjandus ja film","Kirjandus ja film","Geoinformaatika","Astronoomia","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Loomade käitumine 3. periood","Keemilised elemendid","Muusikaline kirjaoskus","Fotograafia 1","Sissejuhatus ehitusinseneeriasse","Fotograafia 1","Joonestamine 4. periood","Praktiline kommunikatsioon","Programmeerimine keeles Python 2","Ei taha","Teater Vanemuise kultuuritänavas","Riigikaitse 1","Globaalne keskkond","Ei taha","3D-modelleerimine 5. periood","CAD joonestamine","Ei taha","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:33:56 PM GMT +3","hNJsJWw@fakegmail.com","Alyssa 432","10","Joonestamine 2. periood","Loominguline joonestamine 1","Geoinformaatika","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Inimene ja õigus","Linux Raspberry Pi näitel","Loomade käitumine 3. periood","Natuurist joonistamine","Muusikaline kirjaoskus","Turundus","Arvutite riistvara ja lisaseadmed","Ei taha","Kasutame füüsikat!","Praktiline kommunikatsioon","Joonestamine 4. periood","Teater Vanemuise kultuuritänavas","Teater Vanemuise kultuuritänavas","Majandusõpe","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","Ettevõtlusõpe 5. periood","Riigikaitse 2","Riigikaitse 2","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:34:01 PM GMT +3","zMcmBOi@fakegmail.com","Brianna 433","12","Keskkonnakeemia 2. periood","Loogika 2. periood","Keskkonnakeemia 2. periood","Labortöid füüsikas 10. ja 11. klassile","Inimene ja õigus","Prantsuse keel 1","Ladina keel 1","Muusikaline kirjaoskus","Küberkaitse 1","Ettevõtlusõpe 3. periood","Arvutite riistvara ja lisaseadmed","Ei taha","Joonestamine 4. periood","Loominguline joonistamine 2","Loomade käitumine 4. periood","Psühholoogia alused","Majandusõpe","Inimene ja ühiskond 4. periood","Tänavakunst","Liiklusfüüsika","Tänavakunst","Riigikaitse 2","Riigikaitse 2","Riigikaitse 2"
"2020/07/08 5:34:06 PM GMT +3","VPGDIIE@fakegmail.com","Sarah 434","10","Geoinformaatika","Loominguline joonestamine 1","Kirjandus ja film","Prantsuse keel 1","Labortöid füüsikas 10. ja 11. klassile","Õpioskused","Ladina keel 1","Loovkirjutamine","Astrofüüsika 3. periood","Vaimne tervis ja selle hoidmine","Fotograafia 1","Ei taha","Loodusteadused, tehnoloogia ja ühiskond","Kujutav geomeetria","Klassikaline skulptuur","Majandusõpe","Arvutivõrkude alused","Inimene ja ühiskond 4. periood","Ei taha","Liiklusfüüsika","Filosoofia 2","Riigikaitse 2","Projektikirjutamisõpe","Teadusajalugu 5. periood"
"2020/07/08 5:34:11 PM GMT +3","DYecGul@fakegmail.com","Alyssa 435","12","Värvus ja kompositsioon","Keskkonnakeemia 2. periood","Globaliseeruv maailm","Programmeerimine keeles Python 1 õhtul","Hispaania keel 1","Astronoomia","Loomade käitumine 3. periood","Keemilised elemendid","Küberkaitse 1","Ettevõtlusõpe 3. periood","Arvutite riistvara ja lisaseadmed","Turundus","Ei taha","Ei taha","Loomade käitumine 4. periood","Meditsiinikursus","Arvutivõrkude alused","Arvutivõrkude alused","Laboratoorsed tööd bioloogias","Tänavakunst","Raamatukunst","Projektikirjutamisõpe","Projektikirjutamisõpe","Projektikirjutamisõpe"
"2020/07/08 5:34:15 PM GMT +3","XIiJmve@fakegmail.com","Elizabeth 436","12","Geoinformaatika","Geoinformaatika","Kirjandus ja film","Ei taha","Inimene ja õigus","Hispaania keel 1","Keemilised elemendid","Filosoofia 1","Astrofüüsika 3. periood","Sissejuhatus ehitusinseneeriasse","Veebidisain","Teadusajalugu 3. periood","Loodusteadused, tehnoloogia ja ühiskond","Programmeerimine keeles Python 2","Kasutame füüsikat!","Ei taha","Millest ELU koosneb?","Majandusõpe","Liiklusfüüsika","Liiklusfüüsika","Ettevõtlusõpe 5. periood","Karjääriõpetus","Ajakirjanduse praktika","CAD joonestamine"
"2020/07/08 5:34:20 PM GMT +3","nKGHhow@fakegmail.com","Jessica 437","12","Värvus ja kompositsioon","Finantsmõtlemine","Värvus ja kompositsioon","Soome keel 1","Meediakursus","Linux Raspberry Pi näitel","Natuurist joonistamine","Natuurist joonistamine","Loovkirjutamine","Sissejuhatus ehitusinseneeriasse","Veebidisain","Vaimne tervis ja selle hoidmine","Klassikaline skulptuur","Loogika 4. periood","Joonestamine 4. periood","Inimene ja ühiskond 4. periood","Riigikaitse 1","Majandusõpe","Liiklusfüüsika","Raamatukunst","Programmeerimine keeles Java 2","Teadusajalugu 5. periood","Projektikirjutamisõpe","Projektikirjutamisõpe"
"2020/07/08 5:34:25 PM GMT +3","UUVRpwx@fakegmail.com","Brianna 438","10","Finantsmõtlemine","Värvus ja kompositsioon","Orgaaniline arhitektuur","Labortöid füüsikas 10. ja 11. klassile","Meediakursus","Astronoomia","Muusikaline kirjaoskus","Küberkaitse 1","Astrofüüsika 3. periood","Teadusajalugu 3. periood","Sissejuhatus ehitusinseneeriasse","Ei taha","Joonestamine 4. periood","Praktiline kommunikatsioon","Kujutav geomeetria","Meditsiinikursus","Psühholoogia alused","Teater Vanemuise kultuuritänavas","Ei taha","Majandusmatemaatika elemendid","Programmeerimine keeles Java 2","Ajakirjanduse praktika","Teadusajalugu 5. periood","Projektikirjutamisõpe"
"2020/07/08 5:34:29 PM GMT +3","GkMaNMG@fakegmail.com","Emily 439","10","Astrofüüsika 2. periood","Geoinformaatika","Geoinformaatika","Programmeerimine keeles Python 1 õhtul","Inimene ja õigus","Labortöid füüsikas 10. ja 11. klassile","Loovkirjutamine","Muusikaline kirjaoskus","Ajakirjanduse alused","Vaimne tervis ja selle hoidmine","Arvutite riistvara ja lisaseadmed","Statistiline maailmapilt","Joonestamine 4. periood","Loominguline joonistamine 2","Klassikaline skulptuur","Psühholoogia alused","Psühholoogia alused","Ei taha","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Tänavakunst","Teadusajalugu 5. periood","Ajakirjanduse praktika","Riigikaitse 2"
"2020/07/08 5:34:34 PM GMT +3","JuMTEZn@fakegmail.com","Alyssa 440","11","Finantsmõtlemine","Astrofüüsika 2. periood","Finantsmõtlemine","Labortöid füüsikas 10. ja 11. klassile","Ei taha","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Loomade käitumine 3. periood","Programmeerimine keeles Java 1","Loovkirjutamine","Ei taha","Arvutite riistvara ja lisaseadmed","Sissejuhatus ehitusinseneeriasse","Loogika 4. periood","Loomade käitumine 4. periood","Loominguline joonistamine 2","Majandusõpe","Inimene ja ühiskond 4. periood","Ei taha","Filosoofia 2","Ettevõtlusõpe 5. periood","Liiklusfüüsika","Ei taha","Projektikirjutamisõpe","CAD joonestamine"
"2020/07/08 5:34:39 PM GMT +3","ySUCwSj@fakegmail.com","Ashley 441","10","Geoinformaatika","Keskkonnakeemia 2. periood","Värvus ja kompositsioon","Inimene ja õigus","Soome keel 1","Soome keel 1","Ladina keel 1","Programmeerimine keeles Java 1","Natuurist joonistamine","Veebidisain","Vaimne tervis ja selle hoidmine","Ei taha","Loogika 4. periood","Loominguline joonistamine 2","Klassikaline skulptuur","Teater Vanemuise kultuuritänavas","Inimene ja ühiskond 4. periood","Teater Vanemuise kultuuritänavas","Raamatukunst","3D-modelleerimine 5. periood","Liiklusfüüsika","Mobiilirakenduste loomine (APP Inventor)","Mobiilirakenduste loomine (APP Inventor)","Karjääriõpetus"
"2020/07/08 5:34:43 PM GMT +3","KRiCYtp@fakegmail.com","Sarah 442","10","Astrofüüsika 2. periood","Planimeetria alused","Globaliseeruv maailm","Linux Raspberry Pi näitel","Hispaania keel 1","Linux Raspberry Pi näitel","Muusikaline kirjaoskus","Filosoofia 1","Loovkirjutamine","Teadusajalugu 3. periood","Turundus","Veebidisain","Loominguline joonistamine 2","Praktiline kommunikatsioon","Matemaatika ajaloo elemente ja rakendusi","Millest ELU koosneb?","Meditsiinikursus","Teater Vanemuise kultuuritänavas","Tänavakunst","Liiklusfüüsika","3D-modelleerimine 5. periood","Ei taha","Ei taha","Ei taha"
"2020/07/08 5:34:48 PM GMT +3","PrDxDer@fakegmail.com","Alexis 443","11","Programmeerimine keeles Python 1 hommikul","Planimeetria alused","Programmeerimine keeles Python 1 hommikul","Hiina keel 1","Programmeerimine keeles Python 1 õhtul","Soome keel 1","3D-modelleerimine 3. periood","3D-modelleerimine 3. periood","Muusikaline kirjaoskus","Ei taha","Veebidisain","Turundus","Klassikaline skulptuur","Loomade käitumine 4. periood","Praktiline kommunikatsioon","Arvutivõrkude alused","Meditsiinikursus","Millest ELU koosneb?","Majandusmatemaatika elemendid","3D-modelleerimine 5. periood","Raamatukunst","CAD joonestamine","Ajakirjanduse praktika","Karjääriõpetus"
"2020/07/08 5:34:53 PM GMT +3","zjpqtap@fakegmail.com","Madison 444","10","Geoinformaatika","Programmeerimine keeles Python 1 hommikul","Geoinformaatika","Linux Raspberry Pi näitel","Inimene ja õigus","Programmeerimine keeles Python 1 õhtul","Ajakirjanduse alused","Programmeerimine keeles Java 1","Natuurist joonistamine","Statistiline maailmapilt","Inimene ja ühiskond 3. periood","Vaimne tervis ja selle hoidmine","Kujutav geomeetria","Matemaatika ajaloo elemente ja rakendusi","Loogika 4. periood","Inimene ja ühiskond 4. periood","Riigikaitse 1","Riigikaitse 1","Programmeerimine keeles Java 2","Ei taha","Ei taha","Teadusajalugu 5. periood","Ajakirjanduse praktika","Projektikirjutamisõpe"
"2020/07/08 5:34:59 PM GMT +3","NsWEkSV@fakegmail.com","Emily 445","12","Geoinformaatika","Loogika 2. periood","Orgaaniline arhitektuur","Ei taha","Ei taha","Inimene ja õigus","Filosoofia 1","Ei taha","Muusikaline kirjaoskus","Fotograafia 1","Sissejuhatus ehitusinseneeriasse","Turundus","Loodusteadused, tehnoloogia ja ühiskond","Ei taha","Loodusteadused, tehnoloogia ja ühiskond","Psühholoogia alused","Meditsiinikursus","Teater Vanemuise kultuuritänavas","Filosoofia 2","Globaalne keskkond","Tänavakunst","Riigikaitse 2","Mobiilirakenduste loomine (APP Inventor)","Riigikaitse 2"
"2020/07/08 5:35:04 PM GMT +3","cpgVBVM@fakegmail.com","Jessica 446","11","Astrofüüsika 2. periood","Loogika 2. periood","Astrofüüsika 2. periood","Labortöid füüsikas 10. ja 11. klassile","Hiina keel 1","Prantsuse keel 1","Ladina keel 1","Filosoofia 1","Natuurist joonistamine","Ei taha","Ettevõtlusõpe 3. periood","Vaimne tervis ja selle hoidmine","Kujutav geomeetria","Programmeerimine keeles Python 2","Loodusteadused, tehnoloogia ja ühiskond","Psühholoogia alused","Teater Vanemuise kultuuritänavas","Majandusõpe","3D-modelleerimine 5. periood","Filosoofia 2","Tänavakunst","Ajakirjanduse praktika","Ajakirjanduse praktika","CAD joonestamine"
"2020/07/08 5:35:09 PM GMT +3","cLPqEMA@fakegmail.com","Samantha 447","11","Keskkonnakeemia 2. periood","Värvus ja kompositsioon","Kirjandus ja film","Astronoomia","Linux Raspberry Pi näitel","Astronoomia","Küberkaitse 1","Loomade käitumine 3. periood","Ei taha","Ei taha","Statistiline maailmapilt","Arvutite riistvara ja lisaseadmed","Kujutav geomeetria","Matemaatika ajaloo elemente ja rakendusi","Loogika 4. periood","Meditsiinikursus","Millest ELU koosneb?","Ei taha","Ei taha","Ettevõtlusõpe 5. periood","3D-modelleerimine 5. periood","Mobiilirakenduste loomine (APP Inventor)","Ajakirjanduse praktika","Projektikirjutamisõpe"
"2020/07/08 5:35:13 PM GMT +3","HYwzEEV@fakegmail.com","Emma 448","10","Finantsmõtlemine","Finantsmõtlemine","Astrofüüsika 2. periood","Õpioskused","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Hispaania keel 1","Programmeerimine keeles Java 1","Keemilised elemendid","Keemilised elemendid","Arvutite riistvara ja lisaseadmed","Keskkonnakeemia 3. periood","Keskkonnakeemia 3. periood","Matemaatika ajaloo elemente ja rakendusi","Matemaatika ajaloo elemente ja rakendusi","Loomade käitumine 4. periood","Riigikaitse 1","Ei taha","Psühholoogia alused","3D-modelleerimine 5. periood","Tänavakunst","Filosoofia 2","Ajakirjanduse praktika","CAD joonestamine","Karjääriõpetus"
"2020/07/08 5:35:18 PM GMT +3","YKeJsbp@fakegmail.com","Elizabeth 449","12","Keskkonnakeemia 2. periood","Keskkonnakeemia 2. periood","Astrofüüsika 2. periood","Programmeerimine keeles Python 1 õhtul","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Õpioskused","Keemilised elemendid","Astrofüüsika 3. periood","Filosoofia 1","Vaimne tervis ja selle hoidmine","Ettevõtlusõpe 3. periood","Statistiline maailmapilt","Klassikaline skulptuur","Klassikaline skulptuur","Loomade käitumine 4. periood","Ei taha","Arvutivõrkude alused","Teater Vanemuise kultuuritänavas","3D-modelleerimine 5. periood","3D-modelleerimine 5. periood","3D-modelleerimine 5. periood","Riigikaitse 2","Karjääriõpetus","Teadusajalugu 5. periood"
"2020/07/08 5:35:23 PM GMT +3","zEBnlFi@fakegmail.com","Abigail 450","11","Loogika 2. periood","Finantsmõtlemine","Kirjandus ja film","Linux Raspberry Pi näitel","Hispaania keel 1","Linux Raspberry Pi näitel","Loovkirjutamine","Filosoofia 1","Loomade käitumine 3. periood","Teadusajalugu 3. periood","Arvutite riistvara ja lisaseadmed","Ei taha","Ei taha","Klassikaline skulptuur","Klassikaline skulptuur","Teater Vanemuise kultuuritänavas","Psühholoogia alused","Psühholoogia alused","3D-modelleerimine 5. periood","Majandusmatemaatika elemendid","Filosoofia 2","Ajakirjanduse praktika","Projektikirjutamisõpe","Karjääriõpetus"
"2020/07/08 5:35:27 PM GMT +3","EnIWHPq@fakegmail.com","Olivia 451","10","Joonestamine 2. periood","Programmeerimine keeles Python 1 hommikul","Keskkonnakeemia 2. periood","Hispaania keel 1","Soome keel 1","Prantsuse keel 1","Keemilised elemendid","Ladina keel 1","3D-modelleerimine 3. periood","Inimene ja ühiskond 3. periood","Arvutite riistvara ja lisaseadmed","Teadusajalugu 3. periood","Matemaatika ajaloo elemente ja rakendusi","Loomade käitumine 4. periood","Kasutame füüsikat!","Arvutivõrkude alused","Teater Vanemuise kultuuritänavas","Teater Vanemuise kultuuritänavas","Filosoofia 2","Programmeerimine keeles Java 2","Majandusmatemaatika elemendid","Ajakirjanduse praktika","Karjääriõpetus","Karjääriõpetus"
"2020/07/08 5:35:32 PM GMT +3","FrRtxzw@fakegmail.com","Lauren 452","12","Orgaaniline arhitektuur","Programmeerimine keeles Python 1 hommikul","Globaliseeruv maailm","Hiina keel 1","Linux Raspberry Pi näitel","Hispaania keel 1","Programmeerimine keeles Java 1","3D-modelleerimine 3. periood","Muusikaline kirjaoskus","Veebidisain","Teadusajalugu 3. periood","Ei taha","Loodusteadused, tehnoloogia ja ühiskond","Klassikaline skulptuur","Loomade käitumine 4. periood","Meditsiinikursus","Riigikaitse 1","Ei taha","Laboratoorsed tööd bioloogias","Globaalne keskkond","Liiklusfüüsika","CAD joonestamine","Ajakirjanduse praktika","Ajakirjanduse praktika"
"2020/07/08 5:35:36 PM GMT +3","jdYljDq@fakegmail.com","Ashley 453","12","Astrofüüsika 2. periood","Finantsmõtlemine","Programmeerimine keeles Python 1 hommikul","Programmeerimine keeles Python 1 õhtul","Õpioskused","Inimene ja õigus","Filosoofia 1","Loomade käitumine 3. periood","Muusikaline kirjaoskus","Sissejuhatus ehitusinseneeriasse","Ettevõtlusõpe 3. periood","Vaimne tervis ja selle hoidmine","Kujutav geomeetria","Ei taha","Matemaatika ajaloo elemente ja rakendusi","Inimene ja ühiskond 4. periood","Ei taha","Inimene ja ühiskond 4. periood","Globaalne keskkond","Ettevõtlusõpe 5. periood","Majandusmatemaatika elemendid","Ei taha","Karjääriõpetus","Karjääriõpetus"
"2020/07/08 5:35:41 PM GMT +3","bGrYUQO@fakegmail.com","Emma 454","10","Joonestamine 2. periood","Ei taha","Astrofüüsika 2. periood","Õpioskused","Astronoomia","Soome keel 1","Küberkaitse 1","Ajakirjanduse alused","Programmeerimine keeles Java 1","Arvutite riistvara ja lisaseadmed","Ei taha","Veebidisain","Ei taha","Programmeerimine keeles Python 2","Köögifüüsika","Meditsiinikursus","Teater Vanemuise kultuuritänavas","Majandusõpe","Liiklusfüüsika","Tänavakunst","Tänavakunst","Ajakirjanduse praktika","Riigikaitse 2","Ei taha"
"2020/07/08 5:35:46 PM GMT +3","WmxFPGk@fakegmail.com","Madison 455","11","Värvus ja kompositsioon","Geoinformaatika","Joonestamine 2. periood","Hispaania keel 1","Programmeerimine keeles Python 1 õhtul","Õpioskused","Loomade käitumine 3. periood","Ei taha","Ei taha","Fotograafia 1","Fotograafia 1","Keskkonnakeemia 3. periood","Klassikaline skulptuur","Klassikaline skulptuur","Matemaatika ajaloo elemente ja rakendusi","Majandusõpe","Meditsiinikursus","Riigikaitse 1","Ei taha","Filosoofia 2","Globaalne keskkond","Mobiilirakenduste loomine (APP Inventor)","Ajakirjanduse praktika","CAD joonestamine"
"2020/07/08 5:35:50 PM GMT +3","Zxnqilp@fakegmail.com","Brianna 456","11","Astrofüüsika 2. periood","Globaliseeruv maailm","Globaliseeruv maailm","Linux Raspberry Pi näitel","Soome keel 1","Ei taha","Keemilised elemendid","Ladina keel 1","Natuurist joonistamine","Sissejuhatus ehitusinseneeriasse","Keskkonnakeemia 3. periood","Arvutite riistvara ja lisaseadmed","Programmeerimine keeles Python 2","Matemaatika ajaloo elemente ja rakendusi","Kasutame füüsikat!","Teater Vanemuise kultuuritänavas","Inimene ja ühiskond 4. periood","Majandusõpe","Tänavakunst","Filosoofia 2","Ei taha","CAD joonestamine","Karjääriõpetus","Projektikirjutamisõpe"
"2020/07/08 5:35:56 PM GMT +3","aDJsnkO@fakegmail.com","Lauren 457","12","Globaliseeruv maailm","Programmeerimine keeles Python 1 hommikul","Geoinformaatika","Lähis-Ida 20. sajandi teisest poolest tänapäevani","Programmeerimine keeles Python 1 õhtul","Soome keel 1","Filosoofia 1","Astrofüüsika 3. periood","3D-modelleerimine 3. periood","Ettevõtlusõpe 3. periood","Fotograafia 1","Ettevõtlusõpe 3. periood","Köögifüüsika","Köögifüüsika","Programmeerimine keeles Python 2","Majandusõpe","Inimene ja ühiskond 4. periood","Inimene ja ühiskond 4. periood","Majandusmatemaatika elemendid","Raamatukunst","Programmeerimine keeles Java 2","Teadusajalugu 5. periood","Teadusajalugu 5. periood","Mobiilirakenduste loomine (APP Inventor)"
"2020/07/08 5:36:00 PM GMT +3","ERpXhbI@fakegmail.com","Ashley 458","10","Finantsmõtlemine","Joonestamine 2. periood","Loominguline joonestamine 1","Hispaania keel 1","Soome keel 1","Õpioskused","Keemilised elemendid","Programmeerimine keeles Java 1","Küberkaitse 1","Keskkonnakeemia 3. periood","Fotograafia 1","Inimene ja ühiskond 3. periood","Praktiline kommunikatsioon","Joonestamine 4. periood","Matemaatika ajaloo elemente ja rakendusi","Riigikaitse 1","Majandusõpe","Teater Vanemuise kultuuritänavas","Laboratoorsed tööd bioloogias","Majandusmatemaatika elemendid","Filosoofia 2","Teadusajalugu 5. periood","Ei taha","Riigikaitse 2"
"2020/07/08 5:36:05 PM GMT +3","waDIeUD@fakegmail.com","Lauren 459","11","Joonestamine 2. periood","Planimeetria alused","Loominguline joonestamine 1","Astronoomia","Inimene ja õigus","Ei taha","Ajakirjanduse alused","Küberkaitse 1","3D-modelleerimine 3. periood","Fotograafia 1","Ei taha","Turundus","Loogika 4. periood","Joonestamine 4. periood","Kasutame füüsikat!","Majandusõpe","Meditsiinikursus","Inimene ja ühiskond 4. periood","Laboratoorsed tööd bioloogias","Ettevõtlusõpe 5. periood","Raamatukunst","Karjääriõpetus","Projektikirjutamisõpe","Teadusajalugu 5. periood"
"2020/07/08 5:36:11 PM GMT +3","nUaBJxf@fakegmail.com","Ashley 460","12","Finantsmõtlemine","Finantsmõtlemine","Loogika 2. periood","Hiina keel 1","Hispaania keel 1","Prantsuse keel 1","Ajakirjanduse alused","Küberkaitse 1","Filosoofia 1","Arvutite riistvara ja lisaseadmed","Arvutite riistvara ja lisaseadmed","Fotograafia 1","Loominguline joonistamine 2","Köögifüüsika","Köögifüüsika","Teater Vanemuise kultuuritänavas","Majandusõpe","Riigikaitse 1","3D-modelleerimine 5. periood","Ei taha","Filosoofia 2","Ajakirjanduse praktika","Ajakirjanduse praktika","Ajakirjanduse praktika"
